instance,sim,num_states,num_threads,cpu_time,time,solve_time,choices,conflicts,restarts,variables,constraints
4,81,14,6,3.439,1.24,0.45,66875,2790,13,74042,325498
4,56,13,2,1.761,1.26,0.52,127470,2815,13,64635,281998
3,31,9,10,10.657,2.212,1.4,30944,6730,26,75987,301424
1,50,8,10,3.605,1.031,0.45,73574,1976,7,38592,228936
1,61,8,8,2.909,0.951,0.34,7165,1613,7,38592,228936
1,43,9,1,1.319,1.319,0.41,1864,850,5,48410,293019
2,76,30,6,67.68,12.095,11.35,591778,79783,155,67907,352896
1,91,9,10,3.84,1.197,0.45,7332,1886,7,48290,292269
3,27,9,2,4.034,2.465,1.6,39647,5510,18,75987,301424
1,80,8,6,2.518,0.966,0.32,5963,1546,7,38592,228936
4,34,13,8,3.238,1.062,0.38,10939,1496,6,64635,281998
2,65,31,1,47.219,47.242,46.3,840718,108940,317,72399,379593
2,20,30,4,45.456,11.929,11.19,237275,65216,102,67907,352896
2,87,30,10,58.979,8.86,8.18,290233,50886,92,67907,352896
4,12,14,4,3.35,1.485,0.64,37506,3240,15,74042,325498
4,91,13,6,2.48,0.988,0.31,21614,1469,6,64635,281998
4,77,13,10,3.99,1.173,0.48,16662,1732,5,64635,281998
2,6,30,10,46.27,7.044,6.36,524248,42601,97,67907,352896
4,84,13,2,1.729,1.254,0.5,22891,3325,13,64635,281998
2,26,30,4,38.99,10.326,9.6,212276,62236,103,67907,352896
1,46,8,1,1.383,1.383,0.63,2428,1294,11,38692,229592
3,71,10,4,19.995,5.831,4.75,84926,19637,42,91963,368948
4,86,14,10,5.225,1.423,0.63,56639,3414,15,74042,325498
1,59,8,8,3.341,0.991,0.4,12447,1891,9,38592,228936
1,84,9,2,2.077,1.468,0.62,3213,1297,5,48290,292269
4,97,13,2,1.495,1.13,0.38,9309,2342,10,64635,281998
2,61,30,10,59.897,9.023,8.35,408544,52978,98,67907,352896
2,15,30,2,54.919,27.854,27.1,780054,113142,307,67907,352896
2,32,31,6,64.253,11.582,10.8,627813,81049,170,72417,379534
3,28,10,8,46.721,7.506,6.52,415397,16581,51,91963,368948
1,57,8,10,3.038,0.956,0.36,5976,1523,8,38592,228936
2,78,30,4,45.81,12.01,11.28,233239,65117,107,67907,352896
2,80,31,10,59.909,9.086,8.36,612833,52190,110,72417,379534
4,89,13,10,3.63,1.109,0.43,14416,2224,8,64635,281998
1,52,9,6,4.601,1.457,0.65,17936,2958,14,48290,292269
3,21,10,8,23.776,4.251,3.28,38736,14326,39,91963,368948
2,14,30,8,44.83,7.081,6.41,427120,41133,95,67907,352896
2,50,30,4,47.232,12.369,11.64,221101,62394,116,67907,352896
4,33,13,10,4.042,1.158,0.48,48457,2060,8,64635,281998
3,51,9,4,6.665,2.334,1.46,13329,5808,19,75987,301424
2,85,31,8,34.878,5.588,4.85,455284,31369,82,72417,379534
1,5,9,4,3.051,1.371,0.57,5928,2065,11,48290,292269
3,38,9,8,8.356,1.912,1.11,19695,5993,22,75987,301424
4,39,13,6,2.579,1.004,0.33,25570,1893,10,64635,281998
3,15,9,10,9.973,2.094,1.29,15033,6003,22,75987,301424
3,38,9,2,4.508,2.702,1.82,60940,6885,21,75987,301424
3,68,9,4,7.695,2.574,1.72,25141,6187,20,75987,301424
1,89,9,1,1.321,1.321,0.39,1864,850,5,48410,293019
3,12,10,10,26.984,4.691,3.72,46009,16393,45,91963,368948
2,6,31,4,57.402,14.969,14.16,287222,76593,120,72417,379534
3,19,9,4,5.353,2.008,1.13,13413,5283,18,75987,301424
4,35,14,4,3.291,1.481,0.62,26766,3322,15,74042,325498
3,32,9,2,4.007,2.453,1.59,10783,5591,18,75987,301424
2,95,30,1,64.29,64.29,63.45,926909,142955,430,67889,352953
1,12,8,2,1.776,1.243,0.54,3025,1240,6,38592,228936
4,88,13,1,1.988,1.989,1.15,41437,3744,18,65381,285370
1,20,8,6,2.81,1.052,0.39,9944,1763,7,38592,228936
1,42,9,6,4.456,1.479,0.65,13272,2935,12,48290,292269
3,11,9,2,4.062,2.477,1.6,17791,5804,20,75987,301424
2,17,31,10,44.516,6.896,6.14,256307,36268,69,72417,379534
4,31,14,6,3.57,1.268,0.47,49263,3479,17,74042,325498
2,79,31,4,31.971,8.594,7.81,264541,46319,97,72417,379534
1,24,8,8,2.92,0.931,0.34,10172,1630,7,38592,228936
3,19,9,1,3.899,3.908,2.9,9306,5450,29,76110,307683
3,51,10,2,7.977,4.531,3.47,23255,11226,34,91963,368948
3,46,9,4,7.024,2.422,1.55,38866,7526,27,75987,301424
3,65,10,1,9.008,9.008,7.83,33761,13471,62,92122,376763
3,93,9,1,3.917,3.917,2.93,9306,5450,29,76110,307683
1,96,9,2,1.245,1.035,0.23,1657,707,3,48290,292269
1,51,8,6,2.661,1.063,0.36,9209,1516,7,38592,228936
2,70,31,8,38.111,6.02,5.29,398305,36393,93,72417,379534
2,46,31,2,9.877,5.355,4.57,308632,25399,95,72417,379534
2,39,31,4,49.73,13.052,12.27,250593,69657,123,72417,379534
1,9,9,8,3.517,1.152,0.4,9937,1743,10,48290,292269
1,81,9,4,4.126,1.641,0.84,9706,2561,12,48290,292269
2,91,31,2,39.772,20.302,19.51,695194,79118,207,72417,379534
1,35,9,6,3.186,1.231,0.41,16923,1872,10,48290,292269
4,78,14,6,3.982,1.333,0.54,67777,3278,18,74042,325498
3,58,9,1,3.919,3.919,2.94,9306,5450,29,76110,307683
4,46,13,4,2.657,1.235,0.49,6274,2148,10,64635,281998
2,96,30,6,56.952,10.383,9.63,405571,71332,142,67907,352896
3,5,9,1,3.96,3.96,2.95,9306,5450,29,76110,307683
2,48,30,4,43.942,11.564,10.81,233180,60160,110,67907,352896
4,24,13,4,2.027,1.069,0.33,16364,2006,9,64635,281998
3,59,9,8,9.957,2.132,1.3,17661,6025,21,75987,301424
3,43,10,8,27.032,4.753,3.78,123948,18316,58,91963,368948
3,24,9,10,9.547,2.04,1.23,16566,5731,23,75987,301424
3,49,10,6,18.989,4.009,3.02,87281,13716,40,91963,368948
2,7,31,10,50.216,7.635,6.91,556214,40275,98,72417,379534
4,5,13,6,2.604,1.016,0.33,30205,2306,10,64635,281998
2,26,30,6,56.491,10.239,9.49,576535,73716,152,67907,352896
1,33,9,10,5.172,1.381,0.64,32503,2863,12,48290,292269
3,23,9,6,9.281,2.323,1.43,39385,7448,25,75987,301424
2,26,30,2,52.199,26.528,25.79,793591,104920,253,67907,352896
3,5,10,8,25.761,4.507,3.53,74506,17731,52,91963,368948
2,50,30,8,39.488,6.226,5.55,246906,35872,93,67907,352896
3,25,9,10,11.068,2.255,1.45,22784,6382,25,75987,301424
1,16,9,2,2.023,1.444,0.59,3112,1385,5,48290,292269
3,30,9,10,8.505,1.895,1.1,14543,4833,17,75987,301424
2,96,30,8,37.28,5.86,5.19,393487,30581,77,67907,352896
1,25,9,2,1.41,1.137,0.29,1754,628,2,48290,292269
3,71,9,10,12.325,2.457,1.66,21549,6778,22,75987,301424
2,47,30,4,44.385,11.657,10.93,255174,62419,113,67907,352896
2,34,30,6,50.952,9.257,8.5,517003,64861,147,67907,352896
2,67,31,4,8.718,2.788,1.99,110541,13405,42,72417,379534
4,42,14,2,1.8,1.34,0.48,37375,2899,11,74042,325498
3,95,9,1,3.938,3.938,2.94,9306,5450,29,76110,307683
2,85,30,6,65.883,11.816,11.06,509142,82248,173,67907,352896
1,64,8,1,1.371,1.371,0.61,2428,1294,11,38692,229592
4,9,13,2,1.696,1.226,0.49,6664,2991,11,64635,281998
4,18,14,2,2.125,1.51,0.63,39653,4016,19,74042,325498
3,60,10,4,22.191,6.355,5.31,73957,16202,38,91963,368948
2,59,30,6,64.521,11.531,10.79,625439,77659,170,67907,352896
2,16,30,1,64.463,64.464,63.28,926909,142955,430,67889,352953
4,56,14,2,2.25,1.567,0.71,35642,4686,22,74042,325498
3,53,9,2,3.729,2.317,1.43,8722,5142,14,75987,301424
3,15,10,6,18.302,3.881,2.91,62547,14709,42,91963,368948
1,85,8,2,1.816,1.26,0.58,2686,1313,5,38592,228936
4,49,14,4,3.421,1.524,0.65,33180,3695,16,74042,325498
4,20,14,2,2.024,1.446,0.6,37751,3652,20,74042,325498
4,41,14,6,5.542,1.598,0.8,203364,2921,15,74042,325498
1,84,9,10,4.529,1.302,0.56,17478,2390,10,48290,292269
1,74,8,1,1.414,1.423,0.61,2428,1294,11,38692,229592
1,94,8,1,1.388,1.388,0.63,2428,1294,11,38692,229592
3,70,9,4,7.777,2.605,1.74,56698,6974,30,75987,301424
4,45,14,4,2.647,1.316,0.46,55092,2995,14,74042,325498
1,80,9,6,5.203,1.546,0.75,16506,2719,13,48290,292269
1,38,8,4,2.053,0.999,0.36,4056,1525,9,38592,228936
3,11,9,1,3.851,3.851,2.88,9306,5450,29,76110,307683
4,93,13,10,3.854,1.141,0.46,11480,1994,7,64635,281998
3,59,10,8,29.384,5.048,4.05,226131,11950,41,91963,368948
1,69,8,4,2.571,1.135,0.49,4566,1723,9,38592,228936
1,55,9,10,4.278,1.254,0.51,10697,1941,8,48290,292269
2,50,31,10,65.003,9.687,8.96,444692,52840,98,72417,379534
4,53,13,2,1.62,1.192,0.45,9604,3236,9,64635,281998
2,21,30,2,54.037,27.442,26.71,756796,107400,314,67907,352896
3,62,9,4,8.232,2.708,1.86,56326,8352,26,75987,301424
3,66,9,6,11.118,2.614,1.75,103250,9866,34,75987,301424
4,39,14,6,5.493,1.583,0.79,119706,3493,15,74042,325498
2,46,30,8,36.72,5.815,5.13,302300,29379,75,67907,352896
1,37,8,6,2.885,1.041,0.39,14429,1758,7,38592,228936
3,87,9,10,19.758,3.453,2.64,162091,8452,29,75987,301424
2,83,31,4,36.27,9.72,8.9,215965,58138,98,72417,379534
1,73,8,6,2.842,1.028,0.38,6256,1751,8,38592,228936
1,43,8,6,2.462,0.967,0.32,17363,1416,7,38592,228936
1,36,9,4,3.53,1.52,0.68,7003,2434,11,48290,292269
3,28,9,8,15.656,2.965,2.16,27150,6108,25,75987,301424
3,73,9,1,3.891,3.891,2.88,9306,5450,29,76110,307683
2,7,30,8,39.319,6.179,5.51,282874,33116,76,67907,352896
4,12,13,2,1.292,1.026,0.28,3608,1474,6,64635,281998
1,53,8,4,2.161,1.04,0.38,4001,1393,7,38592,228936
3,42,10,2,8.757,4.939,3.86,36833,11679,37,91963,368948
2,25,31,2,26.424,13.66,12.84,578033,60440,184,72417,379534
2,31,31,8,70.573,10.59,9.87,602488,62199,125,72417,379534
1,15,9,6,3.1,1.208,0.39,11121,1697,7,48290,292269
2,85,31,4,38.582,10.265,9.45,497990,64969,127,72417,379534
1,76,9,6,4.022,1.371,0.57,14547,2737,11,48290,292269
2,11,30,1,63.732,63.733,62.9,926909,142955,430,67889,352953
2,83,30,6,64.068,11.478,10.74,540715,76028,158,67907,352896
3,33,9,1,3.865,3.865,2.86,9306,5450,29,76110,307683
4,11,14,8,4.98,1.39,0.6,41872,3621,16,74042,325498
4,50,14,8,4.889,1.409,0.6,52132,3553,13,74042,325498
2,45,31,1,47.46,47.461,46.53,840718,108940,317,72399,379593
2,47,30,6,63.395,11.331,10.6,488149,77453,156,67907,352896
2,57,31,1,46.942,46.943,46.02,840718,108940,317,72399,379593
3,57,10,6,20.118,4.211,3.2,59881,14776,46,91963,368948
3,24,10,4,16.727,4.996,3.94,65882,15832,35,91963,368948
4,75,14,8,5.738,1.509,0.72,79168,3900,20,74042,325498
3,54,10,6,22.818,4.63,3.66,114063,18717,52,91963,368948
4,63,14,10,5.156,1.431,0.64,65767,4122,15,74042,325498
4,65,13,6,2.788,1.051,0.36,30505,2477,13,64635,281998
3,30,9,6,10.776,2.575,1.68,33658,8020,28,75987,301424
1,68,9,4,1.804,1.072,0.25,3261,907,4,48290,292269
2,9,30,6,62.174,11.155,10.42,496398,75869,159,67907,352896
1,56,9,1,1.328,1.328,0.39,1864,850,5,48410,293019
2,71,30,1,64.34,64.339,63.5,926909,142955,430,67889,352953
1,44,8,1,1.398,1.398,0.62,2428,1294,11,38692,229592
2,1,31,4,46.21,12.154,11.37,261948,64083,114,72417,379534
3,63,9,10,10.044,2.092,1.29,20757,6536,22,75987,301424
3,68,9,2,3.681,2.294,1.42,8557,4716,15,75987,301424
3,93,9,4,8.121,2.688,1.83,26347,8082,31,75987,301424
1,84,9,8,5.315,1.375,0.64,22845,2121,11,48290,292269
3,67,9,10,8.963,1.965,1.16,14270,5963,21,75987,301424
1,7,9,8,3.998,1.211,0.47,8369,1821,10,48290,292269
4,73,13,6,3.083,1.099,0.41,30864,2570,16,64635,281998
3,56,9,8,11.795,2.38,1.57,44402,8159,26,75987,301424
4,13,13,8,3.176,1.055,0.36,20559,2525,11,64635,281998
4,60,13,8,3.632,1.12,0.44,16868,1725,7,64635,281998
3,83,10,4,14.495,4.452,3.38,32114,12573,28,91963,368948
1,32,9,1,1.352,1.352,0.4,1864,850,5,48410,293019
3,53,9,6,8.653,2.22,1.32,17969,5029,18,75987,301424
1,48,8,10,3.514,1.035,0.44,8047,1959,8,38592,228936
2,14,30,1,63.145,63.146,62.28,926909,142955,430,67889,352953
2,64,30,10,74.961,10.991,10.31,411529,63926,123,67907,352896
4,17,13,1,2.008,2.008,1.16,41437,3744,18,65381,285370
3,20,10,10,18.69,3.519,2.54,38299,12506,36,91963,368948
2,60,31,6,50.396,9.149,8.37,477999,67076,152,72417,379534
2,19,31,8,39.904,6.454,5.69,429032,29033,69,72417,379534
1,69,9,2,1.525,1.211,0.33,2299,750,2,48290,292269
2,44,30,8,39.438,6.264,5.59,231266,31982,72,67907,352896
2,10,30,4,43.902,11.553,10.82,244599,62628,108,67907,352896
2,58,30,8,70.983,10.715,10.04,680437,58697,130,67907,352896
4,94,13,4,2.642,1.233,0.48,12367,2322,11,64635,281998
1,4,8,4,1.866,0.956,0.31,3443,1300,6,38592,228936
3,36,9,1,3.907,3.907,2.93,9306,5450,29,76110,307683
2,11,31,8,51.455,8.062,7.32,302647,44164,102,72417,379534
4,15,14,6,3.764,1.3,0.5,59729,3535,15,74042,325498
2,49,31,4,44.653,11.794,10.99,267334,58261,106,72417,379534
3,22,10,6,19.524,4.088,3.11,102355,14487,44,91963,368948
4,22,14,10,6.577,1.641,0.85,65999,3193,11,74042,325498
1,30,8,10,3.561,1.04,0.44,7046,1830,6,38592,228936
4,78,14,10,4.514,1.344,0.55,63613,2552,9,74042,325498
4,65,13,4,2.736,1.25,0.51,12736,2461,11,64635,281998
2,42,30,6,58.908,10.624,9.85,541606,74138,149,67907,352896
2,14,31,2,14.038,7.431,6.63,375526,32485,113,72417,379534
4,20,13,1,2.019,2.019,1.18,41437,3744,18,65381,285370
4,22,14,1,1.924,1.925,0.94,6875,2910,16,74857,329151
2,73,31,2,83.394,42.106,41.33,1176794,160242,407,72417,379534
3,18,10,4,17.825,5.257,4.21,193539,16637,48,91963,368948
4,67,13,6,2.327,0.963,0.28,12342,1333,6,64635,281998
1,87,8,4,2.167,1.055,0.39,3567,1433,6,38592,228936
1,20,8,8,2.941,0.947,0.35,7800,1545,8,38592,228936
2,2,30,1,63.737,63.737,62.89,926909,142955,430,67889,352953
2,45,30,10,45.286,6.919,6.24,171797,36921,75,67907,352896
3,80,9,6,11.009,2.588,1.72,69546,8295,30,75987,301424
2,79,30,1,63.983,64.122,63.23,926909,142955,430,67889,352953
3,98,10,8,22.611,4.041,3.06,72840,14169,42,91963,368948
3,81,10,10,31.079,5.207,4.21,87871,16240,49,91963,368948
3,66,10,8,28.424,4.902,3.89,89167,16166,42,91963,368948
2,39,30,1,64.26,64.259,63.42,926909,142955,430,67889,352953
4,38,14,2,2.48,1.675,0.82,57500,5503,27,74042,325498
4,64,13,10,3.757,1.147,0.47,15597,2030,9,64635,281998
3,48,10,6,21.145,4.374,3.38,131199,15704,53,91963,368948
1,63,9,1,1.327,1.327,0.4,1864,850,5,48410,293019
3,97,10,8,22.64,4.03,3.05,45199,14770,46,91963,368948
3,50,9,1,3.853,3.853,2.87,9306,5450,29,76110,307683
3,14,9,10,10.019,2.075,1.27,17765,6084,24,75987,301424
4,81,13,2,2.884,1.834,1.08,118536,6755,29,64635,281998
1,46,8,4,2.244,1.064,0.41,4173,1513,8,38592,228936
2,70,30,10,83.43,12.256,11.56,609697,76059,136,67907,352896
4,39,13,8,3.334,1.05,0.37,30754,2300,14,64635,281998
3,10,9,1,3.897,3.922,2.89,9306,5450,29,76110,307683
3,61,10,6,15.902,3.48,2.5,69296,13620,46,91963,368948
2,52,30,2,43.177,21.979,21.23,635168,89680,225,67907,352896
4,28,13,10,3.247,1.051,0.37,20700,1502,4,64635,281998
2,52,30,8,53.618,8.252,7.57,335830,48427,108,67907,352896
2,10,30,6,62.517,11.21,10.47,476297,76237,158,67907,352896
4,76,13,2,1.41,1.086,0.34,9045,2096,8,64635,281998
1,51,8,1,1.382,1.382,0.61,2428,1294,11,38692,229592
1,2,8,4,2.271,1.077,0.41,4099,1681,9,38592,228936
4,50,13,8,3.105,1.036,0.36,14183,1858,8,64635,281998
2,19,30,2,44.692,22.754,22.01,719692,98004,252,67907,352896
4,32,14,1,1.903,1.904,0.94,6875,2910,16,74857,329151
1,42,8,8,3.161,0.967,0.38,18033,1675,8,38592,228936
3,87,10,1,9.258,9.258,8.05,33761,13471,62,92122,376763
1,58,9,4,2.612,1.263,0.46,4672,1606,6,48290,292269
1,97,9,4,2.843,1.315,0.52,5561,1983,9,48290,292269
2,56,30,2,54.103,27.449,26.72,763121,106900,286,67907,352896
1,89,8,8,3.285,0.979,0.38,32881,1776,7,38592,228936
2,59,30,2,57.146,28.976,28.24,846698,114424,283,67907,352896
2,91,30,2,40.773,20.768,20.03,574443,84984,230,67907,352896
1,88,9,6,6.442,1.782,0.96,24086,2571,12,48290,292269
4,61,13,8,3.18,1.058,0.38,33636,2260,11,64635,281998
1,3,8,6,2.695,1.021,0.35,6529,1606,7,38592,228936
3,97,9,8,10.329,2.154,1.34,26021,7265,24,75987,301424
4,71,13,4,2.108,1.1,0.35,6389,1754,9,64635,281998
3,91,9,4,7.086,2.432,1.57,28310,6615,22,75987,301424
3,22,10,10,27.233,4.685,3.7,71357,17400,51,91963,368948
2,57,31,6,40.044,7.459,6.67,461172,51150,133,72417,379534
3,69,10,8,24.089,4.344,3.36,147080,16783,47,91963,368948
2,86,30,8,51.999,8.082,7.41,486353,43822,90,67907,352896
3,36,10,1,9.146,9.146,7.96,33761,13471,62,92122,376763
4,93,13,1,1.991,1.992,1.15,41437,3744,18,65381,285370
2,23,31,4,39.916,10.586,9.79,248187,55114,95,72417,379534
4,86,13,10,3.337,1.096,0.42,17459,2243,9,64635,281998
4,55,14,10,5.383,1.476,0.68,38637,2678,9,74042,325498
2,95,30,2,52.189,26.47,25.74,709766,101624,269,67907,352896
1,28,9,4,3.104,1.379,0.58,5448,2155,9,48290,292269
4,23,14,8,4.6,1.364,0.55,47844,3492,14,74042,325498
3,84,10,10,28.794,4.919,3.94,128820,15865,46,91963,368948
2,71,31,10,54.278,8.232,7.51,720186,48088,99,72417,379534
2,9,31,8,31.718,5.148,4.43,496189,27310,74,72417,379534
2,58,31,10,43.583,6.69,5.96,444784,36663,100,72417,379534
3,60,10,6,20.557,4.269,3.28,110038,14918,52,91963,368948
2,90,31,2,15.583,8.215,7.43,350862,36098,108,72417,379534
1,16,9,6,3.594,1.3,0.48,8906,2115,8,48290,292269
3,7,9,10,14.117,2.696,1.91,86890,7711,25,75987,301424
3,71,9,2,4.187,2.546,1.68,28097,6535,25,75987,301424
4,26,14,8,5.55,1.473,0.67,69708,4411,19,74042,325498
4,37,13,2,1.49,1.123,0.38,13103,1598,6,64635,281998
2,63,30,8,60.575,9.306,8.63,435784,56604,106,67907,352896
4,42,13,8,3.729,1.137,0.45,22534,2252,8,64635,281998
4,15,13,6,2.109,0.941,0.25,13468,1277,7,64635,281998
1,61,8,4,2.081,1.014,0.36,3729,1352,7,38592,228936
2,28,31,8,40.94,6.445,5.72,497285,38159,100,72417,379534
2,66,31,10,41.785,6.563,5.83,323551,36093,76,72417,379534
2,55,30,10,49.482,7.479,6.81,435536,42942,90,67907,352896
1,42,9,2,1.427,1.152,0.29,2077,628,3,48290,292269
3,50,9,4,5.553,2.053,1.18,18695,5807,21,75987,301424
2,9,30,4,39.562,10.477,9.73,214592,56477,88,67907,352896
1,70,8,1,1.362,1.362,0.6,2428,1294,11,38692,229592
1,40,9,10,3.832,1.21,0.45,12249,1639,7,48290,292269
3,46,9,8,9.705,2.075,1.27,21493,7439,23,75987,301424
4,34,14,1,1.924,1.926,0.96,6875,2910,16,74857,329151
3,17,9,10,13.498,2.58,1.75,22604,5965,19,75987,301424
1,34,9,1,1.307,1.315,0.4,1864,850,5,48410,293019
3,17,9,6,11.877,2.747,1.87,65995,7890,28,75987,301424
2,96,31,10,48.657,7.38,6.65,682738,37735,95,72417,379534
4,76,14,4,2.779,1.355,0.49,14165,2324,10,74042,325498
1,85,8,1,1.374,1.374,0.61,2428,1294,11,38692,229592
4,27,13,10,3.862,1.155,0.47,40101,2512,12,64635,281998
2,95,30,10,74.563,11.038,10.37,670339,57792,103,67907,352896
1,5,8,10,3.88,1.05,0.46,6743,1681,6,38592,228936
1,55,9,1,1.31,1.31,0.39,1864,850,5,48410,293019
4,89,13,1,1.999,2.001,1.16,41437,3744,18,65381,285370
2,28,31,10,40.27,6.234,5.49,386074,36412,87,72417,379534
2,12,30,8,40.712,6.465,5.78,367735,35416,89,67907,352896
4,88,13,2,1.413,1.097,0.34,4976,1469,7,64635,281998
3,3,10,10,34.466,5.859,4.85,82042,17164,52,91963,368948
4,21,14,6,3.467,1.247,0.46,56617,2983,16,74042,325498
2,2,31,6,52.161,9.525,8.73,508088,67654,155,72417,379534
4,23,14,10,6.295,1.592,0.8,67368,4500,19,74042,325498
4,45,13,2,1.547,1.153,0.41,27647,2542,14,64635,281998
1,37,8,10,2.835,0.926,0.33,7945,1480,5,38592,228936
3,63,10,10,24.707,4.297,3.3,67578,15005,43,91963,368948
3,38,10,6,26.941,5.344,4.35,63071,12769,37,91963,368948
3,84,9,8,9.03,1.958,1.16,14745,5477,21,75987,301424
1,17,9,2,2.051,1.461,0.6,3336,1355,6,48290,292269
1,99,8,2,1.677,1.189,0.5,2477,1279,5,38592,228936
1,25,9,6,4.594,1.456,0.65,17211,2859,13,48290,292269
4,66,14,8,6.211,1.569,0.77,74688,3154,14,74042,325498
2,15,31,1,47.823,47.825,46.91,840718,108940,317,72399,379593
1,75,9,6,5.197,1.573,0.74,35209,3031,16,48290,292269
3,35,10,1,9.166,9.167,7.92,33761,13471,62,92122,376763
3,51,10,6,16.684,3.61,2.64,87317,12979,40,91963,368948
3,84,9,6,10.233,2.481,1.61,55441,7624,27,75987,301424
3,4,10,10,38.624,6.296,5.32,742730,16848,46,91963,368948
1,4,9,2,1.459,1.157,0.31,2058,728,2,48290,292269
1,48,9,4,4.464,1.743,0.92,9491,3444,13,48290,292269
3,92,10,2,11.668,6.384,5.31,83997,14777,42,91963,368948
3,82,10,10,26.223,4.576,3.58,61914,15389,44,91963,368948
3,38,9,4,5.494,2.053,1.17,13677,5792,19,75987,301424
1,46,9,1,1.324,1.324,0.4,1864,850,5,48410,293019
4,35,13,8,3.931,1.166,0.47,17183,1886,9,64635,281998
2,97,31,8,55.784,8.674,7.93,824456,46360,108,72417,379534
4,60,14,4,2.86,1.379,0.51,28638,2175,12,74042,325498
2,19,30,10,41.922,6.799,6.12,240608,35091,69,67907,352896
3,64,10,8,22.971,4.101,3.13,653276,14872,53,91963,368948
1,26,9,4,2.691,1.275,0.48,5078,1768,8,48290,292269
3,3,10,8,15.563,3.235,2.25,25864,9669,31,91963,368948
3,60,9,8,8.495,1.91,1.11,15137,5410,22,75987,301424
1,6,8,10,3.399,1.006,0.42,5885,1708,7,38592,228936
4,15,14,1,1.913,1.913,0.95,6875,2910,16,74857,329151
4,45,13,6,2.529,1.001,0.32,15660,2207,11,64635,281998
1,14,8,2,1.498,1.102,0.41,2359,1121,6,38592,228936
1,12,9,6,4.558,1.445,0.65,13740,3102,16,48290,292269
3,55,9,1,3.885,3.885,2.9,9306,5450,29,76110,307683
4,87,14,2,2.192,1.55,0.67,47804,3686,16,74042,325498
1,54,9,8,3.572,1.158,0.42,7652,1735,8,48290,292269
4,0,13,2,1.5,1.128,0.39,12467,2480,8,64635,281998
2,89,30,4,49.545,12.946,12.22,228249,66964,111,67907,352896
1,90,8,4,2.525,1.13,0.48,5014,1757,10,38592,228936
1,83,9,10,4.164,1.215,0.48,7766,2078,9,48290,292269
4,2,13,10,3.946,1.136,0.46,13496,2109,8,64635,281998
3,91,10,1,9.228,9.227,8.03,33761,13471,62,92122,376763
2,1,30,10,53.716,8.222,7.55,378448,47164,91,67907,352896
2,70,30,1,63.96,63.959,63.12,926909,142955,430,67889,352953
2,37,31,8,77.031,11.615,10.89,534588,62872,122,72417,379534
4,74,13,2,1.439,1.102,0.36,8941,1909,10,64635,281998
3,55,10,2,8.105,4.595,3.54,28987,11129,32,91963,368948
1,59,8,1,1.355,1.355,0.61,2428,1294,11,38692,229592
1,79,9,6,2.788,1.145,0.34,10978,1425,7,48290,292269
4,51,14,4,3.364,1.492,0.64,38152,3881,15,74042,325498
4,42,14,4,3.473,1.523,0.66,21459,3562,13,74042,325498
3,97,9,1,3.937,3.937,2.93,9306,5450,29,76110,307683
1,38,9,2,2.502,1.68,0.83,4253,1786,6,48290,292269
1,78,9,6,2.71,1.13,0.33,11557,1466,8,48290,292269
2,57,30,2,44.541,22.669,21.93,636368,90957,242,67907,352896
3,93,10,4,19.411,5.677,4.61,126106,14298,33,91963,368948
1,53,8,1,1.395,1.406,0.62,2428,1294,11,38692,229592
3,1,9,10,10.851,2.207,1.4,24589,7399,24,75987,301424
4,24,14,2,2.11,1.495,0.64,34491,4446,22,74042,325498
4,82,13,6,2.364,0.97,0.29,19868,1697,8,64635,281998
2,29,31,2,31.815,16.316,15.54,586438,67392,175,72417,379534
3,79,9,4,7.205,2.464,1.59,14902,5752,20,75987,301424
2,6,30,1,63.993,63.994,63.15,926909,142955,430,67889,352953
2,8,31,1,47.588,47.641,46.75,840718,108940,317,72399,379593
1,47,9,4,4.209,1.664,0.86,8457,2936,13,48290,292269
4,85,14,4,3.652,1.57,0.71,36781,3309,13,74042,325498
4,21,14,2,2.045,1.46,0.6,39939,2418,11,74042,325498
4,53,14,2,1.964,1.43,0.55,32262,3508,13,74042,325498
1,42,8,10,3.446,1.02,0.43,4933,1792,8,38592,228936
2,30,31,4,21.33,5.924,5.15,175611,33091,83,72417,379534
2,42,31,4,41.657,11.045,10.25,259839,57751,104,72417,379534
2,49,31,1,47.827,47.828,46.91,840718,108940,317,72399,379593
1,67,8,8,2.863,0.931,0.34,12084,1331,7,38592,228936
1,65,8,8,2.922,0.948,0.34,5576,1497,8,38592,228936
3,60,10,10,20.656,3.805,2.82,37172,12639,37,91963,368948
4,82,13,2,1.543,1.16,0.4,6596,2078,7,64635,281998
2,26,31,1,47.694,47.835,46.93,840718,108940,317,72399,379593
3,53,9,4,8.146,2.7,1.83,17717,5227,16,75987,301424
1,74,9,1,1.332,1.332,0.4,1864,850,5,48410,293019
1,25,8,4,2.212,1.059,0.4,4101,1702,10,38592,228936
4,28,13,8,2.872,1.015,0.32,15108,1379,8,64635,281998
